Detector type,Radius in m,Angle in rad,Height in m,Ring number,x in m,y in m,z in m
LAPPD,1.26852,-3.10684,0.801954,,-1.26775,0.801954,-0.0440739
LAPPD,1.27067,-3.07379,0.740854,,-1.26775,0.740854,-0.086086
LAPPD,1.27052,-3.07556,0.75007,,-1.26775,0.75007,-0.0838412
LAPPD,1.27033,-3.07793,0.746158,,-1.26775,0.746158,-0.080817
LAPPD,1.26843,-3.10903,0.783015,,-1.26775,0.783015,-0.0412952
LAPPD,1.26869,-3.10317,0.773886,,-1.26775,0.773886,-0.0487294
LAPPD,1.26817,-3.11584,0.774505,,-1.26775,0.774505,-0.0326541
LAPPD,1.26782,3.13147,0.815268,,-1.26775,0.815268,0.0128348
LAPPD,1.26896,-3.09796,0.742841,,-1.26775,0.742841,-0.0553529
LAPPD,1.26986,3.08397,0.818204,,-1.26775,0.818204,0.0731373
LAPPD,1.26978,-3.08515,0.691943,,-1.26775,0.691943,-0.0716364
LAPPD,1.26968,-3.08646,0.693082,,-1.26775,0.693082,-0.0699657
LAPPD,1.26857,-3.10572,0.719571,,-1.26775,0.719571,-0.0454991
LAPPD,1.26776,3.14021,0.771545,,-1.26775,0.771545,0.00175391
LAPPD,1.26815,-3.11659,0.721666,,-1.26775,0.721666,-0.0317097
LAPPD,1.26789,-3.12672,0.73275,,-1.26775,0.73275,-0.0188528
LAPPD,1.26893,3.09853,0.782846,,-1.26775,0.782846,0.0546223
LAPPD,1.26808,-3.1188,0.69812,,-1.26775,0.69812,-0.0288964
LAPPD,1.26836,3.11081,0.76057,,-1.26775,0.76057,0.0390372
LAPPD,1.26937,3.09108,0.743342,,-1.26775,0.743342,0.0640873
LAPPD,1.27038,3.07728,0.754814,,-1.26775,0.754814,0.0816396
LAPPD,1.26932,3.09191,0.728807,,-1.26775,0.728807,0.0630395
LAPPD,1.29005,3.0648,0.676053,,-1.28625,0.676053,0.0989635
LAPPD,1.27203,-2.43825,0.724528,,-0.970163,0.724528,-0.822713
,,,,,,,
,,,,,,,
,,,,,,,
